movie_name,name,review,rating,date
avengers_endgame,Mike Massie,"The fight scenes, while chaotic and intermittently exhilarating, are unable to avoid repetition; such is the nature of invincible entities dueling other invincible entities.",7/10,"December 7, 2020"
avengers_endgame,Charles Koplinski,"""Avengers: Endgame"" was a wonderful surprise, filling almost every minute (all 181 of them) with excitement, drama, humor, and visually interesting and entertaining intrigue.",4.0/4.0,"November 20, 2020"
avengers_endgame,Dan Buffa,What The Russo Brothers did here is take high expectations and blow them out of the water with an emotionally thrilling finale. Get ready to be moved!,na,"November 10, 2020"
avengers_endgame,Richard Propes,The only thing that I know for sure has ended with the Marvel Cinematic Universe is my patience.,2.5/4.0,"September 2, 2020"
avengers_endgame,Kelechi Ehenulo,"Endgame is nothing short of a deserved send-off to the Infinity Saga, stamping an impressive mark on the cultural psyche. It has been one hell of a ride.",4/5,"August 27, 2020"
avengers_endgame,Victor Pineyro,"Part of the journey is the end, and this one is perfect for certain characters. An unprecedented movie in film history, and a very difficult feat to repeat. [Full review in Spanish]",9/10,"August 20, 2020"
avengers_endgame,Stephen A. Russell,"Neither the best nor the worst of times in the franchise, it's a bit like a sugar rush. Endgame delivers both epics highs and a following crash that leaves you feeling oddly empty.",3/5,"August 16, 2020"
avengers_endgame,Matt Cipolla,"It's that the movie itself is overblown and half-baked, and without the audience, it's something of a glorified in-joke.",2.5/5,"July 27, 2020"
avengers_endgame,James Hanton,"If Infinity War wanted to blow you away, Endgame wants to punch you in the gut and leave you a speechless, quivering wreck.",5,"July 27, 2020"
avengers_endgame,Jason Fraley,"The 22nd installment is a fittingly epic, three-hour finale that packs all of the fan service you could ever want, laced with somber tones and emotional payoffs that will cause even the genre's biggest detractors to shed a tear.",3.5/4,"July 24, 2020"
avengers_endgame,Steven Prokopy,"It's one of the funniest movies of the 20-plus in the franchise, but it's also the one that made me the most emotional. But more than anything, it left me satisfied and thrilled that I kept watching them through the years.",4/4,"July 21, 2020"
avengers_endgame,Saibal Chatterjee,"For fans of the most successful franchise in movie history, Avengers: Endgame delivers the world - and more.",4/5,"July 20, 2020"
avengers_endgame,Zehra Phelan,"Epic and spectacular, an emotional rollercoaster that none of us will ever forget.",4/5,"July 13, 2020"
avengers_endgame,Allen Almachar,Avengers: Endgame is the most 'superhero movie' superhero movie ever made.,B+,"July 8, 2020"
avengers_endgame,Nabila Hatimy,"The film is almost three hours long; long enough to tie up loose ends, as well as give foundation to a new generation of Avengers. When all is said and done, this was the hardest goodbye in the Marvel Universe.",na,"July 7, 2020"
avengers_endgame,Ricardo Gallegos,"A genuine, spectacular, and moving love letter from the Marvel family, the world of comics and the Russo brothers to modern pop culture. [Full review in Spanish]",na,"July 7, 2020"
avengers_endgame,Doug Walker,A good movie with a breathtaking third act for any comic book fan.,3.5/4,"July 5, 2020"
avengers_endgame,Brent McKnight,"While there are a few ho-hum moments, there are equally stunning, stirring, triumphant ones where it's damn near impossible not to cheer.",B+,"June 30, 2020"
avengers_endgame,Nikki Francisco,"Overall, Endgame was a satisfying high-stakes adventure that was at times even unpredictable.",na,"June 30, 2020"
avengers_endgame,Damond Fudge,Avengers: Endgame is a masterfully triumphant epic. It's a superhero film on a scope and scale the likes of which we've never seen.,na,"June 28, 2020"
avengers_endgame,Yasser Medina,"It puts my heart racing like a locomotive in some of the most spectacular sequences I have seen in this cinematic universe that, apparently, closes a cycle to open a new one. [Full review in Spanish]",7/10,"June 27, 2020"
avengers_endgame,Alex Hudson,"The whole thing is as sentimental as it is exhilarating, but any cheesiness feels well-earned.",9/10,"June 24, 2020"
avengers_endgame,Dan Tabor,"All told, Endgame is a highly satisfying celebration of 10 years of the MCU, and a great bookend to the first three phases.",na,"May 29, 2020"
avengers_endgame,Avaryl Halley,It was exactly what it needed to be and nothing more.,na,"May 21, 2020"
avengers_endgame,Andrew Galdi,It was good.,na,"May 21, 2020"
avengers_endgame,PJ Nabarro,I wouldn't have believed the breezy and tongue-in-cheek Avengers Assemble would evolve into such an odiously self-important endeavour a mere seven years later.,2/5,"May 12, 2020"
avengers_endgame,Dan Schindel,"As fun as the movie is, there's an undeniable hollowness at its core induced by its unwillingness to follow through on certain ideas and symbols.",na,"February 25, 2020"
avengers_endgame,Julian Lytle,podcast review,3.5/5,"January 11, 2020"
avengers_endgame,M.V. Moorhead,"I'm not naïve enough to suppose that anything I can say here is likely to change anyone's plans about going or not going, so I'll simply say that I enjoyed this silly but thrilling superhero free-for-all.",na,"January 7, 2020"
avengers_endgame,Phumlani S Langa,"You would think they would go back to a time when Thanos was young and vulnerable and off him. They opt for a more intricate approach, which bored me.",2/5,"January 2, 2020"
avengers_endgame,Daniel Barnes,Avengers: Infinity War at least had the good taste to abstain from Jeremy Renner. No such luck in Endgame.,2/5,"December 26, 2019"
avengers_endgame,Stefan Kyriazis,"As expected, the film is carried by the original six Avengers, but it does a remarkable job of bringing virtually every memorable character from all 22 movies back onto the screen. It is a staggering reminder of past and present pleasures.",4/5,"December 19, 2019"
avengers_endgame,Kara Warner,Endgame definitively closes a few chapters in the Avengers saga in highly satisfying fashion. It is a tremendously entertaining intergalactic trip.,na,"December 19, 2019"
avengers_endgame,Stephen Romei,"It is this part of the story, the human side, to narrow it down to our marginal planet, that holds the movie together for its three-hour run time.",3/5,"December 19, 2019"
avengers_endgame,Nathaniel Rogers,"Though it takes far too long to get going (the early scenes are needlessly repetitive and this would have been sharper as a 140 minute movie or somesuch), once it's up and running it's full of thrills.",C+,"December 19, 2019"
avengers_endgame,Siddhant Adlakha,"While the supporting cast members often feel like benched players, the remaining Avengers' arcs do, for the most part, pay off the stories the set up by the film's first hour.",na,"December 15, 2019"
avengers_endgame,Manuel Piñón,There will never be a Marvel film with an epic feel like this one. [Full Review in Spanish],4/5,"December 10, 2019"
avengers_endgame,Michael Rougeau,"An emotional, fulfilling ride...",na,"December 10, 2019"
avengers_endgame,Matt Miller,Endgame does what all the great Marvel movies do-it's a fun and funny action movie made by people who are experts at doing just that. But it's impossible not to be frustrated with how Marvel stumbled on the landing...,na,"December 10, 2019"
avengers_endgame,Tom Meek,"...chock full of maudlin eddies that should have been pared back. That said, Endgame gets the job done, passing the baton as it closes out a long-running chapter with some sentimental eye rubs.",2.5/4,"December 10, 2019"
avengers_endgame,Katie Smith-Wong,"The stakes to deliver a fitting finale to the Infinity Saga are immense. But Avengers: Endgame is so darn satisfying, it will be hard to find a blockbuster that will match its emotionality or excitement.",4/5,"December 10, 2019"
avengers_endgame,Bruce R. Miller,"To paraphrase Thanos, Oscar nominations are inevitable.",na,"December 10, 2019"
avengers_endgame,Tom Shone,The directing team of Anthony and Joe Russo has found just the right vein of showmanship and self-deprecation to bring the saga to a satisfying close.,3/5,"December 9, 2019"
avengers_endgame,Paul McGuire Grimes,I feel like Stan Lee is probably looking down from heaven with a huge smile on his face with Avengers: Endgame,4.5/5,"November 22, 2019"
avengers_endgame,Chris McCoy,"As the dust clears, Disney stands like Thanos astride Earth-616. They have won, but what kind of world is left behind?",na,"November 22, 2019"
avengers_endgame,Amy Nicholson,This is a feat of engineering... I felt a sense of catharsis finishing it.,na,"September 27, 2019"
avengers_endgame,Jason Di Rosso,"You wonder how so much talent, underwritten by such an obscenely large budget, doesn't trigger more pathos.",na,"September 24, 2019"
avengers_endgame,Josh Wilding,"Avengers: Endgame is a masterpiece which not only delivers on every expectation you had but exceeds ones you didn't even think about. This isn't just a movie, it's an experience.",5/5,"August 29, 2019"
avengers_endgame,Kate Rodger,"Endgame is quite simply everything you need it to be, and everything I wanted it to be.",5/5,"August 23, 2019"
avengers_endgame,Vincent Schilling,Avengers: Endgame is REAL great ... with an emphasis on real. Would have been my first 10 rated review ... but they killed my favorite heroes. 'Cheeseburgers...',9/10,"August 22, 2019"
avengers_endgame,Dana Sloane,Endgame fails its female characters by devaluing them and forgets its characters of color entirely.,C-,"August 18, 2019"
avengers_endgame,Brian Lloyd,It does justice to an ending that's 22 movies in the making.,4/5,"August 6, 2019"
avengers_endgame,Karl Delossantos,"Avengers: Endgame is an epic, emotional, spectacle-driven farewell to the Marvel Cinematic Universe as we know it. And the fact that it is so clearly an end is part of the reason it's so successful.",4/5,"July 28, 2019"
avengers_endgame,Oscar Goff,"Avengers: Endgame is almost certainly better than you expect, and far more satisfying and entertaining than its predecessor.",na,"July 25, 2019"
avengers_endgame,Dominic Griffin,"Avengers: Endgame is better and more nourishing than Infinity War, but it's still the same long con.",3.25/5,"July 13, 2019"
avengers_endgame,Stuart McGurk,"With Avengers: Endgame, it some ways they've made the most adult superhero film yet. Because there are consequences. And things matter.",na,"July 10, 2019"
avengers_endgame,Sean Chandler,"To compare to Infinity War, I think that Endgame has the better storyline, the more satisfying conclusion, better conclusion, and much richer emotions.",A-,"July 10, 2019"
avengers_endgame,John Nguyen,"[Avengers: Endgame] is a very fitting conclusion to Phase 1, 2 and 3 of the Marvel Cinematic Universe. Bring a box of tissues, because it's an emotional roller coaster ride.",na,"July 3, 2019"
avengers_endgame,Allison Rose,Avengers: Endgame doesn't disappoint. There is so much to absorb that one sitting isn't enough.,5/5,"July 3, 2019"
avengers_endgame,Joshua Rivera,Avengers: Endgame is both a farewell and a celebration of 11 years of the audacious and wildly successful Marvel Studios experiment. It's very good at both of those things.,na,"June 28, 2019"
avengers_endgame,Ryan Syrek,Naysayers suggest that Marvel dominance of this cinematic age will one day feel goofy. That opinion is insane. A generation has grown up with these films as their cultural spinal column. They will no more outgrow them than our bodies shed vertebrae.,A-,"June 18, 2019"
avengers_endgame,Wesley Lovell,"Better than it has any right to be, this post-apocalyptic superhero film has significantly more merits than demerits.",3.5/4,"June 17, 2019"
avengers_endgame,Diane Pershing,"For those of us who have been there from the beginning, the three-plus hours went by without me once looking at my watch. I enjoyed how it delved more deeply into the characters with terrific back-and-forth banter of old friends.",na,"June 17, 2019"
avengers_endgame,Michael Wood,"The late unsuperness of our heroes may be a real guide, a source of hope rather than disappointment.",na,"June 14, 2019"
avengers_endgame,Alachia Queen,The entire tone of the film felt like a eulogy to the MCU and relied too heavily on weepy eyed nostalgia and fan service moments to carry it to the end.,C-,"June 13, 2019"
avengers_endgame,Kimberly Pierce,"While the experience is bittersweet, the creative team brings everything to a close with a strong, well-meaning and ultimately heartfelt movie.",na,"June 12, 2019"
avengers_endgame,Kate Gardner,"It streamlined the narrative and didn't dredge up the bad writing of Age of Ultron, which is always a net positive.",na,"June 11, 2019"
avengers_endgame,Luis Fernando Galván,At the end of Endgame is the satisfaction that audiences are witness to an entertaining adventure. [Full Review in Spanish],3.5/5,"June 6, 2019"
avengers_endgame,Linda Cook,'Avengers: Endgame' is a fitting finale for the end of a Marvel era.,3.5/4,"June 5, 2019"
avengers_endgame,Brandon Davis,The final movie in Marvel's Infinity Saga is a masterpiece. It's an absolute spectacle. It's a love letter to fans of the Marvel Cinematic Universe. Laughs. Tears. Applause. Avengers: Endgame gets all of it.,5/5,"June 4, 2019"
avengers_endgame,Gary Dowell,That it succeeds isn't a surprise... The real surprise -- to the relief of many -- is the level of quality to which this complicated and admittedly busy piece of pop art rises.,na,"May 31, 2019"
avengers_endgame,Chris Barsanti,It's official. We've been had.,na,"May 29, 2019"
avengers_endgame,Siobhan Eardley,"Endgame is a truly special film, it is the culmination of years of hard work, which was all pieced together with such care and attention, I couldn't help but adore it.",na,"May 29, 2019"
avengers_endgame,Michael A. Smith,"Sadly, our rating system only goes up to five, because otherwise I'd give ""Avengers: Endgame"" six!",5/5,"May 29, 2019"
avengers_endgame,Fausto Ponce,"The movie is touching and emotional, with great action, friendship, unconditional love and farewell scenes. [Full Review in Spanish]",na,"May 28, 2019"
avengers_endgame,Richard Bonaduce,"Game over man, game over!",A,"May 26, 2019"
avengers_endgame,Abigail Chandler,"Endgame is a celebration of everything that's gone before, stuffed with callbacks and unexpected and unlikely cameos that will reward hardcore fans in spades.",5/5,"May 24, 2019"
avengers_endgame,Alejandro Alemán,"The Endgame's plot is not exactly innovative, and the structure is uneven, but its sense of humor is an authentic triumph. [Full Review in Spanish]",na,"May 23, 2019"
avengers_endgame,Sameen Amer,"Amusing, engrossing, exhilarating, visually spectacular, fast paced, and fairly breezy for a movie that is three hours in length...",3.5/5,"May 21, 2019"
avengers_endgame,J. Olson,"No sequence is a better analog for the pic's ups and downs than its climactic, supersized fight scene, one that amazes one moment and baffles the next.",3.5/5,"May 21, 2019"
avengers_endgame,Matthew Lucas,"It's hard to deny that the Infinity Saga has been an incredibly singular achievement, and Endgame is the finale it has always deserved.",3/4,"May 18, 2019"
avengers_endgame,Vicente Gutiérrez,Maybe it's the best ... That the children enjoy their party. [Full review in Spanish],na,"May 15, 2019"
avengers_endgame,Aaron Leggo,"Endgame is not exactly an inspired finish, but it's certainly true to Marvel form, an extensive extravaganza armed with an intuitive grasp of its audience's needs and desires.",3/5,"May 15, 2019"
avengers_endgame,Federico Furzan,The end feels quite as it should feel. And the ultimate clash is as epic as we thought it would be. [Full review in Spanish].,3/4,"May 15, 2019"
avengers_endgame,Tim Brayton,"With a spectacularly unjustified running time of 182 minutes, the film finds room to pack in just about every kind of tonality that a Marvel movie has ever trafficked in.",2.5/5,"May 15, 2019"
avengers_endgame,Matthew Toomey,"With plenty of surprises and the right mix between comedy and drama, Avengers: Endgame lives up to its hype",A-,"May 15, 2019"
avengers_endgame,Justin Brown,"They created a tone within this universe that was set and to-the-point...they made that turn, and they landed it, masterfully.",5/5,"May 13, 2019"
avengers_endgame,Brandon Collins,One of the best movies I've ever seen. One of the best payoffs...I was not disappointed.,5/5,"May 13, 2019"
avengers_endgame,Christopher Llewellyn Reed,"So, much to my surprise, I liked this, even at three hours.",na,"May 13, 2019"
avengers_endgame,Paula Fleri-Soler,"Mind-blowing and nail-biting doesn't begin to describe it as the biggest assemblage of Avengers we have seen approach endgame, to provide the perfect send-off for the billions of fans worldwide who have been with them all the way.",5/5,"May 13, 2019"
avengers_endgame,James Kendrick,what I found most impressive about Endgame is how is just as often strikes notes of grace as it does moments of hectic violence,3.5/4,"May 13, 2019"
avengers_endgame,Jorge Ignacio Castillo,"The main takeaway of Avengers: Endgame is the presumption that the half that remained may listen to their better angels. Forget time travel, the real fairy-tale lays here.",4/5,"May 11, 2019"
avengers_endgame,Pablo Villaça,"It's revealing that after 22 movies packed with action and fantasy, the franchise chose to end its narrative with a small moment of intimacy and sweetness. [Full review in Portuguese]",5/5,"May 10, 2019"
avengers_endgame,Christopher Schobert,"Yes, it's long, but it's rare to find a three-hour film that moves with the velocity of ""Endgame."" It's certainly a winner.",B+,"May 8, 2019"
avengers_endgame,Samuel R. Murrian,"The MCU pictures have always stressed that neither the destination nor the journey are as important as the connections we make along the way. As this is already the most lucrative series ever, clearly that message has struck a chord with millions.",4.5/5,"May 7, 2019"
avengers_endgame,Andre Meadows,"I've already seen it twice, and I want to see it again...a lot of good moments, just great stuff. Thank you, Marvel, and everyone who worked on these movies.",na,"May 6, 2019"
avengers_endgame,Bob Grimm,"Afterwards, your belly will be full of superhero goodness.",4/5,"May 5, 2019"
avengers_endgame,Matt Brunson,"Is it the best superhero movie ever made? In the words of Balki Bartokomous, ""Don't be ridiculous."" (The plotholes are prominent enough to make me consider dropping the rating a half-star.) Nevertheless, this ranks among the upper echelons of the MCU.",3.5/4,"May 4, 2019"
avengers_endgame,Micah Peters,"An expansive story, a large and unwieldy universe, plenty of knowing callbacks, the willing suspension of disbelief-and a setup for the next one...",na,"May 3, 2019"
avengers_endgame,Ani Bundel,"The directors have created a virtual nesting doll of homages which will be appreciated by the most hardcore of fans, but still have value for less devoted fans.",na,"May 3, 2019"
avengers_endgame,Mark Jackson,"According to Buddhist/Taoist teachings, smaller-particle dimensions are where the heavens are actually located. This is one of the many reasons why ""Avengers"" movies are tales, that by definition, have to be about gods.",4/5,"May 3, 2019"
avengers_endgame,Eleanor Ringel Cater,"Avengers: Endgame is, in every way, Loki deficient. Otherwise, it's a pretty darn good movie.",na,"May 3, 2019"
avengers_endgame,Matt Ward,"Avengers: Endgame is a satisfying, expertly made sequel in the franchise and combines with Infinity War to create the MCU's best, most compelling storytelling.",na,"May 3, 2019"
avengers_endgame,Robert Roten,"One Avengers movie to bind them, and in the darkness rule them all.",B,"May 3, 2019"
avengers_endgame,Annie Banks,"Endgame stands out as one of the most detailed, satisfying conclusions to a chapter in a long-running franchise.",9/10,"May 2, 2019"
avengers_endgame,Rich Cline,"There's a lot of fun to be had with this blockbuster behemoth, especially for those who have avidly followed the franchise.",4/5,"May 2, 2019"
avengers_endgame,Molly Templeton,"These broad-appeal movies have to please a lot of people just enough to keep us invested, and this one gets the job done.",na,"May 2, 2019"
avengers_endgame,Lucero Calderón,An emotional journey that doesn't waste a minute. [Full Review in Spanish],na,"May 1, 2019"
avengers_endgame,Paul Farren,All the necessary heroes get the right amount of screen time and for every laugh there are other things happening to balance it all out.,na,"May 1, 2019"
avengers_endgame,Margot Harrison,To see Endgame with a crowd is to remember what moviegoing once was and still can be: a group experience of grief and joy. It's a reason to assemble.,4/5,"May 1, 2019"
avengers_endgame,Roxana Hadadi,"It would be nearly unfathomable to have spent more than 20 preceding films with these characters and not feel anything at the end of the sometimes tedious, mostly satisfying Avengers: Endgame.",3.5/5,"May 1, 2019"
avengers_endgame,Vicky Roach,Endgame succeeds in offering its fans a very real sense of closure. And that's no small feat.,4/5,"May 1, 2019"
avengers_endgame,MaryAnn Johanson,"A miraculous blend of grief and humor. Big, bold, brash, then sneakily meta. I am only starting to get my head around the emotional and creative right-hook of it. A fitting end (for now) to the MCU.",4/5,"May 1, 2019"
avengers_endgame,Oliver Jones,"What you will be getting when you walk into an inevitably overstuffed movie theater is something singular that reflects our age in a way that none of the MCU films that preceded it have-indeed, very few Hollywood spectacles ever have.",3.5/4,"May 1, 2019"
avengers_endgame,Allen Adams,Avengers: Endgame is a beautifully-constructed piece of popcorn cinema ... anyone who has given their time to this world will find it to be a rewarding and effective payoff.,5/5,"May 1, 2019"
avengers_endgame,Monique Jones,"Incredibly, the film completes a feat no one believed Marvel would be able to pull off 10 years ago-create a long-running arc of stories that spanned a catalog of films, and end it in a profoundly satisfying way.",na,"April 30, 2019"
avengers_endgame,Aaron Dicer,The word epic gets thrown around so much that we've forgotten what it actually means. This movie is here to remind you.,A-,"April 30, 2019"
avengers_endgame,Cameron Frew,"A spectacular, once-in-a-lifetime epic. Avengers, dismissed.",5/5,"April 30, 2019"
avengers_endgame,Hilary A White,"Some of the smarmy humour falls flat on its face, while other parts are surprisingly dark. All the same, you couldn't deny its sheer value for money.",4/5,"April 30, 2019"
avengers_endgame,José Martín,As epic as you would expect and more. [Full review in Spanish],4/5,"April 30, 2019"
avengers_endgame,William Venegas,The film designs its moments wel. [Full review in Spanish],5/5,"April 30, 2019"
avengers_endgame,Dustin Chase,"""Endgame"" is a paltry attempt to introduce true catastrophe and finality into its franchise when compared with more fearless and ground breaking epics.",na,"April 30, 2019"
avengers_endgame,David Nusair,"The Marvel Cinematic Universe, up to this point, comes to an end with an installment that easily ranks among the best in the series...",3/4,"April 30, 2019"
avengers_endgame,Damien Straker,It is an escalator to nowhere rather than a definitive endgame.,2.5/5,"April 30, 2019"
avengers_endgame,Wade Major,"It dares to wrestle with big, existential issues, confront some surprisingly grown up questions and take enormous narrative risks.",4/4,"April 30, 2019"
avengers_endgame,Luis Martínez,Everything works. [Full review in Spanish],4/5,"April 29, 2019"
avengers_endgame,Chris Knight,"Despite the comic-book origins of the tale, the stakes feel real, with some powerful moments of sacrifice, and a few wistful reunions.",4/5,"April 29, 2019"
avengers_endgame,Victoria Alexander,Chris Hemsworth walks off with the 3-hour cameo extravaganza. The talking rodent comes in second. Doesn't anybody deserve to die?,na,"April 29, 2019"
avengers_endgame,Lauren Veneziani,"A perfect companion piece to Avengers: Infinity War, yet strong enough to stand alone as one of the best superhero films ever made.",5/5,"April 29, 2019"
avengers_endgame,Jordan Hoffman,The 3-hour culmination of 22 chapters in the Marvel Cinematic Universe is worth going back in time and watching again.,na,"April 29, 2019"
avengers_endgame,Hugo Hernández Valdivia,"Thus comes to an end, 21 films and 11 years later, the most lucrative franchise in the history of cinema... There are notable ups and downs in [this] long journey, and the conclusion is no exception. [Full review in Spanish]",7/10,"April 29, 2019"
avengers_endgame,Israel Acosta Aroche,"The titanic effort of all the actors, producers, directors and crew of all these films to pull off such a satisfying product is something worthy of praise. [Full review in Spanish]",8.5/10,"April 29, 2019"
avengers_endgame,Matthew Bond,"If, like me, you've seen all 21 films that precede it, you won't begrudge it a single second. Definitely worth assembling for.",5/5,"April 29, 2019"
avengers_endgame,Tony Baker,"That final hour is a good final hour. Thanos is still, in my opinion, an excellent villain.",4/5,"April 29, 2019"
avengers_endgame,Micheal Compton,What perhaps makes Endgame so special is that everyone involved -- including the very talented cast -- seem to understand that this is the first time where the story feels more like a conclusion than a continuation.,A-,"April 29, 2019"
avengers_endgame,Damian Levy,"Looking better than ever with characters you've spent over a decade with, Avengers: Endgame manages to find an incredible balance between gut-wrenching character moments and truly fantastic action sequences.",na,"April 29, 2019"
avengers_endgame,Pamela Powell,"A wonderful surprise, filling almost each and every minute with excitement, drama, humor and visually interesting and entertaining intrigue.",4/4,"April 29, 2019"
avengers_endgame,Michael Burgin,Avengers: Endgame represents a remarkable achievement.,9.3/10,"April 29, 2019"
avengers_endgame,Jordi Costa,No one can dispute the Russo Brothers's competence in directing. [Full Review in Spanish],na,"April 29, 2019"
avengers_endgame,Sergio López Aguirre,A ten year journey ends in the most ambitious and emotive film to date. [Full Review in Spanish],4.5/5,"April 29, 2019"
avengers_endgame,Kent Garrison,Endgame's true feat is how it flawlessly subverts our expectations without feeling like betrayal.,A,"April 29, 2019"
avengers_endgame,Ernesto Diezmartinez,"Frigga has one of the funniest lines in the whole movie: ""Son, eat more vegetables."" Indeed, it is not terrible eat junk food from time to time, but we must eat healthier. The same goes for cinema. Endgame is junk food. The healthier cinema is elsewhere.",1/4,"April 29, 2019"
avengers_endgame,Stephen Silver,A satisfying end to an era and worthy of its size and hype,4.5/5,"April 29, 2019"
avengers_endgame,Pete Hammond,Avengers: Endgame will have fans singing its praises - and they should.,4/5,"April 28, 2019"
avengers_endgame,Nathalia Aryani,"Triumphs through the strength of its storytelling, characters arcs, and visual spectacle. A perfectly imperfect epic of an ending - a closure of an era, a continuance and beginning of the next generation of superheroes.",na,"April 28, 2019"
avengers_endgame,Matthew Norman,The only complaint about Avengers: Endgame is that it raises the bar so high that there may well never be a superhero movie to match it.,5/5,"April 28, 2019"
avengers_endgame,Richard Brody,"What's missing from ""Endgame"" is the free play of imagination, the liberation of speculation, the meandering paths and loose ends that start in logic and lead to wonder.",na,"April 28, 2019"
avengers_endgame,Blake Crane,"[As] a finale to the MCU we've known since 2008's Iron Man, Avengers: Endgame is an exciting, fitting, substantial, almost miraculously eloquent closer.",4/5,"April 28, 2019"
avengers_endgame,Tim Brennan,Avengers: Endgame is a very real achievement and one that even serial dislikers of the MCU should pay grudging respect.,na,"April 28, 2019"
avengers_endgame,Courtney Small,Avengers: Endgame is as much a trip down MCU memory lane as it is the final chapter to a story that changed cinema forever.,A-,"April 28, 2019"
avengers_endgame,Pete Vonder Haar,"Whatever your feelings about Disney's Borg-like assimilation of all entertainment, Endgame's synthesis of 22 movies' worth of characters/plot is nothing short of remarkable.",4.5/5,"April 28, 2019"
avengers_endgame,Ed Whitfield,We won't talk about the technobabble inelegantly cited in a bid to hold it all together - the equivalent of taking out an airplane's jackscrews and replacing them with chewing gum.,na,"April 28, 2019"
avengers_endgame,Rob Vaux,You'll never see a victory lap look quite as awesome as this one.,4.5/5,"April 28, 2019"
avengers_endgame,Jeff Beck,"This is an emotionally-satisfying conclusion to this grand venture, featuring many moments that tug at the heartstrings, plenty of chuckles, and, of course, more action than anyone could ever want in a film.",3/4,"April 27, 2019"
avengers_endgame,Ian Thomas Malone,Avengers: Endgame is a spectacular conclusion to the Marvel Cinematic Universe's first era.,na,"April 27, 2019"
avengers_endgame,Sarah Gopaul,"[T]he Russo brothers defy expectations and give fans a movie they didn't anticipate, but will be grateful to have.",na,"April 27, 2019"
avengers_endgame,Sarah Cartland,"Emotional heft combines with a sweeping sense of the epic, often within the same scene.",4/5,"April 27, 2019"
avengers_endgame,Sarah Knight Adamson,"""Avengers Endgame"" at its best-illustrates the qualities of being a true hero-all while Marvel's greatest cinematic hits are warmly and entertainingly revisited!",3.5/4,"April 27, 2019"
avengers_endgame,Simran Hans,"The final battle is giddily cathartic, but the catharsis arises from prioritising character development over plot and spectacle. This, I imagine, will be the Avengers' legacy.",4/5,"April 27, 2019"
avengers_endgame,Susan Granger,"This three-hour super-hero team-up is an action-packed, yet nostalgic, long goodbye - with no sly post-credit teasers.",9/10,"April 27, 2019"
avengers_endgame,Louise Keller,"A high-octane spectacular filled with surprises, twists and action sequences that are pure mayhem. The film's conceit is as large as its scale.",na,"April 27, 2019"
avengers_endgame,Matthew Lickona,"The MCU will go on and on, but this chapter - and the American pragmatism vs. American ideals bromance that drove it - have well and truly come to their ""Excelsior! Nuff said!"" moment.",2/5,"April 27, 2019"
avengers_endgame,Emmanuel Noisette,Avengers Endgame is a bittersweet love letter to Marvel fans that ushers in a satisfying amount of closure.,9/10,"April 27, 2019"
avengers_endgame,Gary Wolcott,"So many characters and so much going on that I got worried Marvel would run out of characters and have to borrow a few from DC Comics. Fun flick, too long but fun.",4.5/5,"April 27, 2019"
avengers_endgame,James Clay,These films are essentially a bottle and a warm blanket in the thunderstorm of life. AVENGERS: ENDGAME pays complete fan service to our favorite moments.,A-,"April 27, 2019"
avengers_endgame,Diana Saenger,"I was enthralled with the production. The costumes, makeup, set designs, sound, special and visual effects, stunts and Cinematography (Trent Opaloch) made this a fun and exciting movie",5,"April 27, 2019"
avengers_endgame,Michael Ward,...a brilliant close to a chapter of filmmaking we will likely never see again in our lifetime.,4.5/5,"April 27, 2019"
avengers_endgame,Sarah Marrs,"Endgame is a summer camp goodbye-sad for the friends we won't see again, but happy for the time we got to spend together. Endgame makes sure it was time spent well.",na,"April 27, 2019"
avengers_endgame,Reginald Ponder,"You will come for the characters & Story, get caught up in their journey, get excited about the action & leave with uncontained satisfaction. A laugh, a tear a cheer. A cinematic Marvel & the crown jewel of the Universe. A Must See! four out of 4 reels",4/4,"April 27, 2019"
avengers_endgame,Aaron Peterson,"Despite early pacing struggles, Avengers: Endgame delivers on its promise to bring childhood dreams to life, with more than enough heart to spare.",9/10,"April 27, 2019"
avengers_endgame,Stephen Garrett,"Overall, the fourth and final-not-final Avengers movie is full of emotion, much more than its predecessors, and rife with well-earned resolutions.",3/5,"April 27, 2019"
avengers_endgame,André Hereford,It's an epic franchise finale that cuts straight to the heart of what it means to rise from the ashes of defeat.,4/5,"April 27, 2019"
avengers_endgame,Carmelita Fredericks,"The Russo brothers, writers and cast really outdid themselves with this one, and this is evident in the witty script, multiple plot twists and scenes that will have you erupting in laughter or holding your breath.",5/5,"April 27, 2019"
avengers_endgame,Tatat Bunnag,"The epic adventure has now come to its grand conclusion, with the 22nd film, Avengers: Endgame, and it should satisfy all fans of the series.",na,"April 27, 2019"
avengers_endgame,Thelma Adams,"It's fun to see all these character threads unravel, and knit up, as the movie waddles toward its big but indifferent climax of Avengers versus Thanos.",3/5,"April 27, 2019"
avengers_endgame,Dana Stevens,Endgame consists almost entirely of the downtime scenes that were always secretly everyone's favorite parts of these movies anyway.,na,"April 26, 2019"
avengers_endgame,Bob Bloom,"'Endgame' is more than a movie, it is an emotional event - a reward for loyalty, as well as a promise of new things to come.",3.5/4,"April 26, 2019"
avengers_endgame,Mark Kermode,It feels like a curtain closing...there was an elegance in the way they moved toward conclusion. No fan is going to watch and feel short-changed.,na,"April 26, 2019"
avengers_endgame,Perri Nemiroff,"...A wonderful, rousing payoff in the context of the big battle and as wildly inspiring imagery.",na,"April 26, 2019"
